"Time","R2"
"102.5","0.001003547008764"
"103","0.0010040668035252"
"103.5","0.0010045855810187"
"104","0.0010051032018137"
"104.5","0.0010056195438329"
"105","0.0010061345003072"
"105.5","0.001006647977972"
"106","0.0010071598954763"
"106.5","0.0010076701819813"
"107","0.0010081787759233"
"107.5","0.0010086856239232"
"108","0.001009190679825"
"108.5","0.0010096939038471"
"109","0.0010101952618342"
"109.5","0.0010106947245973"
"110","0.0010111922673306"
"110.5","0.0010116878690985"
"111","0.0010121815123813"
"111.5","0.0010126731826754"
"112","0.0010131628681395"
"112.5","0.0010136505592836"
"113","0.0010141362486929"
"113.5","0.0010146199307847"
"114","0.0010151016015942"
"114.5","0.0010155812585846"
"115","0.0010160589004792"
"115.5","0.0010165345271142"
"116","0.0010170081393071"
"116.5","0.0010173721577724"
"117","0.0010178417836909"
"117.5","0.0010183094189441"
"118","0.0010187750446975"
"118.5","0.00100001274549"
"119","0.00099603949651827"
"119.5","0.00099502478898506"
"120","0.00099104776276851"
"120.5","0.00098743106303752"
"121","0.00098552817395899"
"121.5","0.00098290106362118"
"122","0.00097787924965708"
"122.5","0.00098086695064802"
"123","0.00098607963263772"
"123.5","0.00099052480452047"
"124","0.00099452786958813"
"124.5","0.0009985098643221"
"125","0.00099880468446228"
"125.5","0.0010028522896169"
"126","0.0010058251188267"
"126.5","0.0010096428208739"
"127","0.001013470222508"
"127.5","0.0010179572092953"
"128","0.0010247929612283"
"128.5","0.0010299367185219"
"129","0.0010326728083673"
"129.5","0.0010355219575753"
"130","0.0010385246974109"
"130.5","0.0010415316905313"
"131","0.0010446858709305"
"131.5","0.0010478419889655"
"132","0.0010522176745925"
"132.5","0.0010574451791908"
"133","0.001059358845004"
"133.5","0.0010595547206393"
"134","0.0010667584661922"
"134.5","0.0010738873565723"
"135","0.0010803313525279"
"135.5","0.0010862256594827"
"136","0.0010919377447445"
"136.5","0.0010976732629995"
"137","0.0011033452043364"
"137.5","0.0011087659892636"
"138","0.001114023651313"
"138.5","0.0011190242329228"
"139","0.001123865993218"
"139.5","0.001128346147957"
"140","0.0011322202293279"
"140.5","0.0011350527479474"
"141","0.0011377494592632"
"141.5","0.0011406048430072"
"142","0.0011436169000786"
"142.5","0.0011466475615614"
"143","0.0011491495184923"
"143.5","0.0011499990400669"
"144","0.0011509046974762"
"144.5","0.0011508620070184"
"145","0.0011482618551815"
"145.5","0.0011495474940907"
"146","0.0011505741057437"
"146.5","0.0011518014715363"
